name,arm,seed,split,role,alpha,predictor,scope,metric,value,lower,upper,represented_classes,condition_class_support,classes,global_groups
MLP16_seed_42,MLP16,42,validation,direct,1.0,raw,condition:3,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,raw,condition:3,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,raw,source,ce,0.8785414470235507,0.3530252686142921,1.5593317017952601,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,raw,source,brier,0.5343757163005584,0.17923324671974514,0.9124221157898257,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,raw,source,accuracy,0.6,0.20000000000000004,1.0,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,raw,source,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,candidate,condition:0,ce,1.0251737856864929,0.7765656414628029,1.333085898756981,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,candidate,condition:0,brier,0.6225711874173246,0.4712851470734961,0.8027079256961226,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,candidate,condition:0,accuracy,0.4,0.0,0.8,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,candidate,condition:0,macro_f1,0.19047619047619047,0.0,0.29629629629629634,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,candidate,condition:2,ce,1.0256458503007888,0.780293766260147,1.3316002893447876,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,candidate,condition:2,brier,0.6246209838332771,0.47242978018306425,0.8032762637369082,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,candidate,condition:2,accuracy,0.4,0.0,0.8,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,candidate,condition:2,macro_f1,0.19047619047619047,0.0,0.29629629629629634,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,candidate,condition:3,ce,1.0348060229420661,0.7945491540431977,1.3297588261961937,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,candidate,condition:3,brier,0.6278524952882558,0.47980000050359894,0.8023137390468144,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,candidate,condition:3,accuracy,0.4,0.0,0.8,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,candidate,condition:3,macro_f1,0.19047619047619047,0.0,0.29629629629629634,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,candidate,source,ce,1.0285418863097826,0.7845554706454276,1.3322342881560325,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,candidate,source,brier,0.6250148888462859,0.4745049759200531,0.8027659761599484,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,candidate,source,accuracy,0.4000000000000001,0.0,0.8000000000000002,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,candidate,source,macro_f1,0.19047619047619047,0.0,0.29629629629629634,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,deployed,condition:0,ce,1.0251737856864929,0.7765656414628029,1.333085898756981,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,deployed,condition:0,brier,0.6225711874173246,0.4712851470734961,0.8027079256961226,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,deployed,condition:0,accuracy,0.4,0.0,0.8,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,deployed,condition:0,macro_f1,0.19047619047619047,0.0,0.29629629629629634,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,deployed,condition:2,ce,1.0256458503007888,0.780293766260147,1.3316002893447876,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,deployed,condition:2,brier,0.6246209838332771,0.47242978018306425,0.8032762637369082,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,deployed,condition:2,accuracy,0.4,0.0,0.8,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,deployed,condition:2,macro_f1,0.19047619047619047,0.0,0.29629629629629634,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,deployed,condition:3,ce,1.0348060229420661,0.7945491540431977,1.3297588261961937,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,deployed,condition:3,brier,0.6278524952882558,0.47980000050359894,0.8023137390468144,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,deployed,condition:3,accuracy,0.4,0.0,0.8,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,deployed,condition:3,macro_f1,0.19047619047619047,0.0,0.29629629629629634,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,deployed,source,ce,1.0285418863097826,0.7845554706454276,1.3322342881560325,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,deployed,source,brier,0.6250148888462859,0.4745049759200531,0.8027659761599484,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,deployed,source,accuracy,0.4000000000000001,0.0,0.8000000000000002,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_42,MLP16,42,validation,direct,1.0,deployed,source,macro_f1,0.19047619047619047,0.0,0.29629629629629634,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,condition:0,ce,0.872944663502276,0.3488147632032633,1.5782268345355988,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,condition:0,brier,0.5282528904518441,0.1770684177029495,0.9175080943397065,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,condition:0,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,condition:0,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,condition:2,ce,0.8872877224162222,0.3602600959688425,1.575750510543585,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,condition:2,brier,0.541205499617501,0.1873783932159348,0.9176683132465598,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,condition:2,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,condition:2,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,condition:3,ce,0.875391955152154,0.35000094667077064,1.5240177603065967,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,condition:3,brier,0.5336687588323301,0.1732529292403511,0.9020899397832111,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,condition:3,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,condition:3,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,source,ce,0.8785414470235507,0.3530252686142921,1.5593317017952601,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,source,brier,0.5343757163005584,0.17923324671974514,0.9124221157898257,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,source,accuracy,0.6,0.20000000000000004,1.0,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,source,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,condition:0,ce,1.02439807087183,0.8015057486295699,1.327441841363907,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,condition:0,brier,0.6258874449552086,0.49451287917287823,0.8016017514036357,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,condition:0,accuracy,0.6000000000000001,0.19999999999999998,1.0,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,condition:0,macro_f1,0.4444444444444444,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,condition:2,ce,1.0232799506187438,0.8069391867518426,1.3214948749542237,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,condition:2,brier,0.6266647412174423,0.4976955916930132,0.7997527327073455,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,condition:2,accuracy,0.4,0.0,0.8,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,condition:2,macro_f1,0.3,0.0,0.5555555555555555,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,condition:3,ce,1.0344977778196334,0.8240354952216148,1.3223326012492178,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,condition:3,brier,0.6310602780621652,0.5067811027334228,0.7991416342345863,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,condition:3,accuracy,0.4,0.0,0.8,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,condition:3,macro_f1,0.3,0.0,0.5555555555555555,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,source,ce,1.0273919331034025,0.8115517038106917,1.3230315455794335,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,source,brier,0.6278708214116054,0.5002906748374247,0.7995378891442025,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,source,accuracy,0.4666666666666666,0.06666666666666667,0.8666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,source,macro_f1,0.34814814814814815,0.037037037037037035,0.5777777777777778,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,condition:0,ce,1.02439807087183,0.8015057486295699,1.327441841363907,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,condition:0,brier,0.6258874449552086,0.49451287917287823,0.8016017514036357,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,condition:0,accuracy,0.6000000000000001,0.19999999999999998,1.0,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,condition:0,macro_f1,0.4444444444444444,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,condition:2,ce,1.0232799506187438,0.8069391867518426,1.3214948749542237,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,condition:2,brier,0.6266647412174423,0.4976955916930132,0.7997527327073455,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,condition:2,accuracy,0.4,0.0,0.8,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,condition:2,macro_f1,0.3,0.0,0.5555555555555555,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,condition:3,ce,1.0344977778196334,0.8240354952216148,1.3223326012492178,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,condition:3,brier,0.6310602780621652,0.5067811027334228,0.7991416342345863,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,condition:3,accuracy,0.4,0.0,0.8,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,condition:3,macro_f1,0.3,0.0,0.5555555555555555,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,source,ce,1.0273919331034025,0.8115517038106917,1.3230315455794335,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,source,brier,0.6278708214116054,0.5002906748374247,0.7995378891442025,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,source,accuracy,0.4666666666666666,0.06666666666666667,0.8666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,source,macro_f1,0.34814814814814815,0.037037037037037035,0.5777777777777778,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,condition:0,ce,0.872944663502276,0.3488147632032633,1.5782268345355988,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,condition:0,brier,0.5282528904518441,0.1770684177029495,0.9175080943397065,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,condition:0,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,condition:0,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,condition:2,ce,0.8872877224162222,0.3602600959688425,1.575750510543585,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,condition:2,brier,0.541205499617501,0.1873783932159348,0.9176683132465598,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,condition:2,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,condition:2,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,condition:3,ce,0.875391955152154,0.35000094667077064,1.5240177603065967,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,condition:3,brier,0.5336687588323301,0.1732529292403511,0.9020899397832111,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,condition:3,accuracy,0.6,0.2,1.0,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,condition:3,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,source,ce,0.8785414470235507,0.3530252686142921,1.5593317017952601,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,source,brier,0.5343757163005584,0.17923324671974514,0.9124221157898257,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,source,accuracy,0.6,0.20000000000000004,1.0,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,source,macro_f1,0.4333333333333333,0.1111111111111111,0.6666666666666666,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,condition:0,ce,1.028365515470505,0.823687698841095,1.3108874249458313,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,condition:0,brier,0.6282544016850471,0.5083149905673224,0.7934314252058376,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,condition:0,accuracy,0.4,0.0,0.8,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,condition:0,macro_f1,0.3,0.0,0.5555555555555555,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,condition:2,ce,1.0270939713716507,0.826979638800025,1.307017348408699,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,condition:2,brier,0.6287532717080075,0.5102636070531661,0.7926148488129727,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,condition:2,accuracy,0.4,0.0,0.8,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,condition:2,macro_f1,0.3,0.0,0.5555555555555555,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,condition:3,ce,1.039413542151451,0.8427787631750107,1.3107229995727538,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,condition:3,brier,0.6340818284220443,0.5186559593125697,0.7936425016338113,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,condition:3,accuracy,0.4,0.0,0.8,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,condition:3,macro_f1,0.3,0.0,0.5555555555555555,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,source,ce,1.0316243429978689,0.8311754051844279,1.3095425909757614,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,source,brier,0.6303631672716996,0.512411518977686,0.7932295918842073,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,source,accuracy,0.4000000000000001,0.0,0.8000000000000002,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,source,macro_f1,0.3,0.0,0.5555555555555555,"[0, 1, 2]","{""0"": [0, 1, 2], ""2"": [0, 1, 2], ""3"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,deployed,condition:0,ce,1.028365515470505,0.823687698841095,1.3108874249458313,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,deployed,condition:0,brier,0.6282544016850471,0.5083149905673224,0.7934314252058376,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,deployed,condition:0,accuracy,0.4,0.0,0.8,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,deployed,condition:0,macro_f1,0.3,0.0,0.5555555555555555,"[0, 1, 2]","{""0"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,deployed,condition:2,ce,1.0270939713716507,0.826979638800025,1.307017348408699,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,deployed,condition:2,brier,0.6287532717080075,0.5102636070531661,0.7926148488129727,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,deployed,condition:2,accuracy,0.4,0.0,0.8,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,deployed,condition:2,macro_f1,0.3,0.0,0.5555555555555555,"[0, 1, 2]","{""2"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,deployed,condition:3,ce,1.039413542151451,0.8427787631750107,1.3107229995727538,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,deployed,condition:3,brier,0.6340818284220443,0.5186559593125697,0.7936425016338113,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
MLP16_seed_456,MLP16,456,validation,direct,1.0,deployed,condition:3,accuracy,0.4,0.0,0.8,"[0, 1, 2]","{""3"": [0, 1, 2]}",3,5
